id	pw	log2FoldChange
K03071	ko03060	2.90076503768459
K03073	ko03060	-3.57055833547767
K12257	ko03060	-5.41641571088244
K03073	ko03070	-3.57055833547767
K02453	ko03070	3.77324786479869
K11907	ko03070	3.46478275168505
K02459	ko03070	3.26672083410724
K02457	ko03070	2.93179450504919
K02454	ko03070	3.57635076940317
K11892	ko03070	2.94964470708476
K03204	ko03070	3.33910018665101
K03203	ko03070	3.39944655233087
K03198	ko03070	2.9047026076576
K03071	ko03070	2.90076503768459
K02458	ko03070	2.8318349070291
K02455	ko03070	3.55453691374041
K11906	ko03070	2.8520764860715
K03199	ko03070	4.57501028098443
K12257	ko03070	-5.41641571088244
K11891	ko03070	4.3062007892337
K03195	ko03070	3.72583412931127
K02460	ko03070	3.79060279446918
K08770	ko03320	-4.00226748004261
K00249	ko03320	4.34180031442515
K00507	ko03320	3.94966404324548
K10563	ko03410	2.889074150116
K03575	ko03410	-2.95829110285053
K10798	ko03410	-5.48183416796195
K03702	ko03420	-2.38760864773619
K03165	ko03440	2.6430009052666
K03165	ko03460	2.6430009052666
K00162	ko04066	2.85212868855628
K13590	ko04112	4.17097344016025
K08738	ko04115	2.77163347012097
K11996	ko04122	3.96825605173523
K08269	ko04140	-4.12525169542461
K13525	ko04141	-3.06465258121438
K04079	ko04141	-2.87346632920874
K12196	ko04144	-2.84321426742765
K03781	ko04146	4.0184174397508
K08269	ko04150	-4.12525169542461
K04079	ko04151	-2.87346632920874
K01173	ko04210	-3.2769042129984
K08738	ko04210	2.77163347012097
K00413	ko04260	3.24075075023
K00412	ko04260	3.63803133980791
K10352	ko04530	-3.66245753872981
K04079	ko04612	-2.87346632920874
K04079	ko04621	-2.87346632920874
K02358	ko04626	-2.54627786885112
K04079	ko04626	-2.87346632920874
K04079	ko04914	-2.87346632920874
K04079	ko04915	-2.87346632920874
K00965	ko04917	-3.20085551013177
K08738	ko04932	2.77163347012097
K00413	ko04932	3.24075075023
K00412	ko04932	3.63803133980791
K00261	ko04964	3.51724793202716
K00412	ko05010	3.63803133980791
K00413	ko05010	3.24075075023
K08738	ko05010	2.77163347012097
K00412	ko05012	3.63803133980791
K00413	ko05012	3.24075075023
K08738	ko05012	2.77163347012097
K03781	ko05014	4.0184174397508
K08738	ko05014	2.77163347012097
K00412	ko05016	3.63803133980791
K00413	ko05016	3.24075075023
K08738	ko05016	2.77163347012097
K13735	ko05100	4.2586881774039
K03092	ko05111	3.38526650120699
K10918	ko05111	3.29932071857739
K01428	ko05120	3.99327778784685
K07347	ko05133	5.24647043402021
K07679	ko05133	3.18579878256485
K15125	ko05133	4.78991734401974
K07345	ko05133	3.67255666185907
K13525	ko05134	-3.06465258121438
K08738	ko05134	2.77163347012097
K08738	ko05145	2.77163347012097
K13963	ko05146	-3.7029430155373
K14201	ko05150	-3.40523109070415
K08738	ko05152	2.77163347012097
K08738	ko05161	2.77163347012097
K08738	ko05164	2.77163347012097
K08738	ko05168	2.77163347012097
K04079	ko05200	-2.87346632920874
K08738	ko05200	2.77163347012097
K04650	ko05202	2.92307462178557
K00121	ko05204	3.69969223094566
K00799	ko05204	4.51458218676792
K08738	ko05210	2.77163347012097
K04079	ko05215	-2.87346632920874
K00758	ko05219	4.66809786164099
K08738	ko05222	2.77163347012097
K08738	ko05416	2.77163347012097
K01420	NA	3.5383658586073
K03733	NA	3.43753013792592
K06198	NA	-3.64174704450941
K00311	NA	4.83516086520158
K03749	NA	2.82411891449001
K03750	NA	3.8669110340449
K03761	NA	4.558841785144
K03762	NA	4.18102592329203
K03769	NA	3.13243239734313
K03770	NA	2.90620863700599
K03773	NA	-3.67850158273073
K06411	NA	-5.64881829243204
K02483	NA	3.80698543012109
K11733	NA	4.5459934598226
K11735	NA	2.90508449151225
K11736	NA	3.49429821888029
K11740	NA	3.91262735419093
K11745	NA	4.04934499545064
K11811	NA	3.50924677792151
K11890	NA	3.33045446496576
K03802	NA	5.13122033826202
K01453	NA	3.39582540082821
K03808	NA	3.69123313697953
K03809	NA	3.00533801154725
K03820	NA	3.19076480446948
K01894	NA	3.01645590070019
K11939	NA	3.10757153404839
K06940	NA	-4.36530933704667
K06967	NA	-3.24437669876501
K03969	NA	-3.69644557929803
K03975	NA	2.87140616692095
K01531	NA	3.99848724380356
K04045	NA	3.85937362905094
K04046	NA	3.0933120342579
K12071	NA	3.7260705054199
K15924	NA	-3.53231424681309
K06992	NA	3.79322021013111
K07000	NA	-3.60350764671364
K12262	NA	3.67574576477822
K04074	NA	-2.95642350594008
K07005	NA	-3.28712374136353
K07012	NA	-6.46095832158228
K07018	NA	2.99848129964711
K07019	NA	3.31631060413623
K12510	NA	3.89653933967423
K12511	NA	3.47405022299789
K12516	NA	3.93250293684262
K07043	NA	-3.42113649128801
K07044	NA	4.19901749198366
K04087	NA	3.57635076940317
K04088	NA	3.45442196735629
K12992	NA	3.70277791122779
K12995	NA	-5.44931506932196
K04477	NA	-3.83572888294119
K04488	NA	-2.8280591590137
K13049	NA	3.34561435926944
K13051	NA	3.71984392383558
K02027	NA	4.18735708868306
K04655	NA	-3.92446696819649
K04656	NA	-5.0323267397792
K07148	NA	3.69601946995899
K04748	NA	2.80315248723508
K04750	NA	3.9601960908613
K04754	NA	2.87417719518017
K04760	NA	2.90076503768459
K04769	NA	-4.54714705939135
K02058	NA	3.64781079903794
K13634	NA	3.34561435926944
K13635	NA	2.73605191053001
K13652	NA	2.83300534285131
K13653	NA	-3.26687621228462
K13670	NA	3.49146650389764
K03289	NA	-2.97143386123968
K01669	NA	4.76048417886619
K00574	NA	5.80912204722071
K07271	NA	-4.55407678518933
K07275	NA	3.63851875368455
K05524	NA	2.80801445098592
K05540	NA	3.18625498261451
K05591	NA	3.15471420527479
K07300	NA	3.20040806857705
K07302	NA	2.82755860729503
K07303	NA	4.3885820556424
K07318	NA	-2.96922825680589
K05785	NA	-2.98084138422108
K05786	NA	3.25118383439316
K05792	NA	-3.98839151514715
K05795	NA	-5.590823496645
K05800	NA	2.7921138465468
K02279	NA	3.28980067733269
K00221	NA	4.18447113634928
K05817	NA	3.25504613385313
K05837	NA	-4.02465343257802
K05838	NA	3.31175098769679
K03457	NA	4.46459959059911
K09968	NA	3.62519770141299
K03478	NA	-3.16784170163535
K07444	NA	-4.74581213414771
K05882	NA	3.73036331206444
K00638	NA	-3.82680295222095
K14058	NA	3.04072632796277
K14160	NA	2.84673246189096
K05970	NA	-4.64565713695129
K14162	NA	4.91843471750373
K05982	NA	-3.4284938987409
K01724	NA	2.74188033658984
K05998	NA	3.2902982187292
K06012	NA	-5.31964885592836
K03578	NA	4.93863464744918
K06015	NA	3.01157492623241
K06016	NA	4.58177477933052
K06020	NA	3.46773565713179
K06077	NA	2.95364621256733
K06113	NA	-4.92490812534038
K06136	NA	3.37025353546687
K06137	NA	3.09674972097613
K06139	NA	3.38766173457415
K14820	NA	-4.17025748317583
K02427	NA	2.9836507045888
K15051	NA	-3.59331291290451
K06179	NA	-2.96610075650977
K06192	NA	4.40171715844279
K00298	NA	3.5549650737517
K06194	NA	2.73655407446894
K15342	NA	-5.01417819943711
K06213	NA	-4.7950215380454
K06222	NA	3.83396982923758
K06334	NA	-4.61816542597762
K06373	NA	-5.44920974816405
K06374	NA	-4.78041732734989
K01811	NA	-5.47880694553369
K00344	NA	4.28144601652323
K02480	NA	3.40879985265911
K15547	NA	3.39411819853084
K02484	NA	4.42044481556165
K02014	NA	2.57509207625179
K07112	NA	4.16152852697138
K06867	NA	3.70711660900753
K06876	NA	3.8557238823972
K08151	NA	2.8881870749342
K06894	NA	4.71867517023434
K06897	NA	-5.39993924365898
K06900	NA	3.19364375077961
K06910	NA	3.0414207249847
K06911	NA	3.53186795068271
K06915	NA	3.3905052124882
K15725	NA	3.24499997059618
K06926	NA	-4.50552422321292
K02647	NA	-3.02472456813623
K02652	NA	-5.89732055841197
K06971	NA	-4.19693477627219
K06973	NA	-4.1305802410887
K06979	NA	3.84091623364992
K00428	NA	4.71496695304452
K00433	NA	3.74187864890508
K06988	NA	3.27494652412275
K08600	NA	-5.72865266137847
K02664	NA	3.24988940800278
K02665	NA	2.96692087596941
K07002	NA	3.91978241072833
K07003	NA	-5.81716489546264
K02672	NA	3.28900311251986
K02674	NA	5.60297721111276
K02688	NA	3.96825605173523
K09786	NA	3.70054511229429
K01974	NA	3.28421386616642
K07029	NA	-3.75552453348106
K07030	NA	-6.51596013991502
K16092	NA	4.0133054007973
K16137	NA	3.06280539238739
K07071	NA	3.05856802589708
K07079	NA	-4.75179151065571
K07088	NA	-3.258993866998
K02005	NA	-3.22004853639413
K07098	NA	-5.42667910615594
K09936	NA	3.07088639138442
K09962	NA	3.13880942494839
K02025	NA	-3.01572050370548
K03164	NA	4.55954113884757
K07146	NA	3.21064401240865
K07147	NA	3.45288240162257
K07481	NA	-3.2170008604177
K07149	NA	-3.59071660092072
K02052	NA	4.65095627669163
K02053	NA	3.68004771398012
K02054	NA	4.56888361243885
K02055	NA	3.63275149728965
K09004	NA	2.77204571509706
K07221	NA	3.7711371280161
K00520	NA	5.36577845621919
K07239	NA	2.84626197296147
K07245	NA	3.98259021298143
K03288	NA	3.61084666451804
K03616	NA	2.78656649664201
K00573	NA	3.55824553124578
K03299	NA	3.7271650782725
K03300	NA	3.45889028218048
K03303	NA	3.77439041490602
K07282	NA	-3.73935311433382
K07287	NA	3.63940418705763
K07290	NA	3.82750813311187
K09772	NA	-3.14528887116743
K09773	NA	3.1804258107904
K09774	NA	3.24939942711405
K03724	NA	2.98167146196105
K07323	NA	3.0414207249847
K07336	NA	3.31316254758706
K09857	NA	2.93269790222427
K07346	NA	3.06499878427542
K02278	NA	2.9066242668459
K09921	NA	3.08221210012667
K02280	NA	4.2604809538122
K02282	NA	4.25107709963051
K02283	NA	4.56239253098805
K03449	NA	2.91845604879471
K03098	NA	3.35163474773508
K12996	NA	-2.97930079241634
K13007	NA	2.98023755397547
K03495	NA	-3.30643605402489
K07454	NA	-4.06347484992944
K03501	NA	-2.91843243034822
K08156	NA	3.24955916076203
K02379	NA	4.03031935595386
K00675	NA	3.27727219610497
K07506	NA	3.74027726661878
K01147	NA	3.44951118138664
K01155	NA	-4.52143662942181
K01163	NA	-3.11136434938394
K00685	NA	3.37505139645437
K15727	NA	3.03648135383189
K07559	NA	-2.65719035240567
K07577	NA	3.26522480652325
K03600	NA	2.83426947327278
K00837	NA	3.71188662052501
K01200	NA	-4.98143981429249
K03634	NA	2.8371966564823
K01224	NA	-5.98465800422085
K03656	NA	3.10467380033422
K03669	NA	4.08227163338849
K01295	NA	4.51989337630024
K02431	NA	-3.42704649041755
K01308	NA	-4.81285230352228
K02444	NA	3.74305731406954
K02448	NA	3.49127777207517
K16788	NA	-3.95017856976422
K15270	NA	3.44998375396434
K09788	NA	3.03115701562605
K10908	NA	-3.75045706999565
K16090	NA	4.70382984618119
K07722	NA	3.18999288196207
K07726	NA	-3.75728907068225
K07738	NA	-2.38885915896492
K02477	NA	-3.01960930064752
K06410	NA	-5.14748589461359
K16267	NA	2.93524116932752
K07402	NA	3.61590735640292
K07089	NA	-3.43768827201075
K08304	NA	3.45899330121089
K07814	NA	-3.45257668198571
K08084	NA	3.23614138046933
K07119	NA	2.85762608738456
K16927	NA	-5.47912690914323
K08177	NA	-4.0320303217543
K02585	NA	-4.10912947612211
K08196	NA	4.65155922267281
K08224	NA	3.42918563799748
K11902	NA	3.42136468263179
K00986	NA	3.14179656944528
K02624	NA	3.19639113928107
K09014	NA	-4.14229660814939
K01362	NA	3.74111972510569
K02653	NA	-5.72149511503973
K02654	NA	-5.5591116756521
K08363	NA	4.32726266046074
K02656	NA	2.90834343822309
K06980	NA	3.00832848358059
K08590	NA	-2.96577271861019
K07270	NA	2.82259056131968
K09701	NA	2.87990076585969
K15977	NA	3.0294315464298
K02670	NA	3.58850459866091
K02671	NA	3.09815710364269
K03670	NA	4.33268849816218
K09933	NA	3.05647680605134
K03215	NA	-2.89569878601944
K15268	NA	3.17693263003181
K03710	NA	4.13484716013226
K07023	NA	-3.85623858638967
K16899	NA	-3.63392841460039
K09861	NA	-5.39912986734104
K09919	NA	3.44998375396434
K13929	NA	3.81479562418039
K03089	NA	3.96038710649435
K12979	NA	2.7940622969746
K03446	NA	4.773204948566
K07396	NA	3.30506780407029
K03566	NA	4.50523557083651
K09932	NA	2.86808856210793
K16898	NA	-3.66607373046264
K07116	NA	4.02467054612435
K03499	NA	-2.75996027195467
K08365	NA	4.29730897121579
K07465	NA	-3.19283043132669
K03549	NA	4.49359697710416
K03190	NA	2.80432903531176
K00982	NA	4.26544537698402
K08994	NA	4.03198123447694
K03559	NA	2.90078753810383
K07168	NA	3.38408117679767
K15540	NA	3.26999095795969
K06923	NA	-4.08003378471656
K09456	NA	3.32474467264023
K03284	NA	-2.16020457430487
K03598	NA	3.39085065903451
K09796	NA	3.24939942711405
K03294	NA	3.67652149950582
K07267	NA	3.67746413142237
K14414	NA	3.67368254454598
K14623	NA	-3.69626156876182
K09761	NA	-3.39234499203574
K09764	NA	-3.0087451662567
K09769	NA	-5.02868414584584
K05989	NA	5.06686855818578
K07160	NA	3.09815710364269
K07180	NA	4.22994286841049
K07102	NA	3.08327904609378
K16789	NA	-3.38750603041643
K09163	NA	-4.70637960359216
K09989	NA	3.0151790648176
K16088	NA	3.92174090832345
K13926	NA	4.64423756187564
K15461	NA	3.39546544744431
K09924	NA	3.19539777330834
K03436	NA	-3.87504698535441
K07749	NA	3.48525288666627
K01304	NA	3.13781425168451
K08715	NA	3.39131371153525
K09001	NA	3.39196867905473
K01181	NA	-4.31803165524607
K03599	NA	2.78022036829969
K08305	NA	3.1362069581729
K07233	NA	4.92656225613118
K14347	NA	3.00605822016919
K14393	NA	4.34771100899358
K03554	NA	3.17693263003181
K03556	NA	-5.03416595275426
K11893	NA	3.40879985265911
K15629	NA	2.93591937418319
K16264	NA	3.58288995277211
K07395	NA	3.64959602050995
K08981	NA	-3.85302474704973
K03562	NA	3.13326306418284
K16698	NA	-4.18002282452005
K12070	NA	3.87194835806299
K06987	NA	-3.98043450146436
K14645	NA	3.84922609013452
K04044	NA	3.7772790929781
K07156	NA	2.70854836396311
K08867	NA	-3.81931853624801
K07504	NA	-5.70974896516587
K09760	NA	-3.74312521348731
K17713	NA	3.59731796159837
K08369	NA	4.32675216478421
K13928	NA	2.76056882962712
K15539	NA	3.25219547280191
K06385	NA	-5.30327648727948
K07386	NA	-3.81091968180592
K08195	NA	3.60211843216174
K03624	NA	-3.14776998613984
K03805	NA	3.12519781100026
K07152	NA	3.20486675751169
K14161	NA	3.39131371153525
K02655	NA	2.96526227954386
K08368	NA	3.90094718014907
K07494	NA	-3.93202259367789
